0.38463,3.5302,4.6294,22.756,142.06,656.82,236.51,2429.4,1998.1,4038.7
0.32158,2.6543,6.9913,89.995,127.25,48.849,6893.4,1925.5,2059.8,19795
0.54498,2.0334,7.8388,8.8906,22.559,153.04,52.144,1461.3,1.0742e+05,4689.3
0.66332,3.6487,17.549,144.62,34.222,59.395,91.217,453.09,1.6129e+05,8604.7
10.643,13.751,6.8886,483.11,503.53,11998,774.39,1121.8,427.55,1.2435e+05
1.1109,4.4732,85.418,48.503,7273.4,13580,1050.4,1343,2726.1,3170.2
1.2497,54.709,3222,215.87,1009.4,9923,1369.3,5132.9,3616.1,3.8035e+06
44.062,27.23,286.1,392.53,294.37,743.4,1672,9611.5,23135,5288.8
80.286,29.419,621.61,95.581,173.92,912.72,15593,1172.6,4.5025e+05,48191
390.55,73.97,37.342,55.922,2111.4,3940.9,5567.8,11982,5927.6,5828.8
