0.011047,0.05185,0.16581,0.2292,0.50166,0.7433,0.85723,1.4456,1.9761,2.4833
0.010473,0.041991,0.095024,0.19061,0.30364,0.46496,0.67525,0.85317,1.3549,1.7217
0.01345,0.043485,0.089367,0.1982,0.29847,0.49787,0.5097,0.87231,1.0986,1.2604
0.012533,0.044988,0.094451,0.18441,0.26469,0.45194,0.52628,0.8509,0.97951,1.2954
0.015553,0.046923,0.11705,0.16747,0.29896,0.37034,0.51876,0.66365,0.98142,1.6283
0.015577,0.048568,0.11013,0.20785,0.29427,0.41124,0.51502,0.79531,0.98076,1.2701
0.014394,0.052482,0.10228,0.20444,0.32987,0.52014,0.6549,0.83412,0.96566,1.3873
0.012811,0.051218,0.1,0.22754,0.32297,0.47876,0.59189,0.86505,1.0693,1.601
0.015154,0.051098,0.10031,0.22776,0.34855,0.42361,0.48254,0.87669,1.125,1.4809
0.022476,0.048785,0.12326,0.20707,0.30194,0.31732,0.71984,0.84395,1.334,1.3822
