0.24772,2.3721,3.159,19.593,31.019,77.729,393.95,146.79,222.48,545
0.51044,1.4982,3.1427,15.191,49.241,77.982,132.96,99.476,198.28,242.71
1.4069,2.8853,4.0594,17.867,22.673,116.46,149.61,257.81,184.35,280.84
0.66055,2.6631,8.8943,22.966,38.568,244.32,164.3,171.24,431.76,286
0.62691,18.744,13.24,39.191,99.013,91.14,119.67,162.05,193.56,352.84
3.0212,4.3497,10.935,34.844,78.223,191.77,186.72,255.59,261.05,213.79
1.5371,18.465,24.37,30.385,146.25,117.67,242.99,297.07,301.22,567.61
3.7494,10.483,20.594,38.22,127.64,196.27,100.59,268.66,266.62,389.54
1.4234,8.1121,15.729,44.106,28.208,215.98,220.38,351.79,281.01,300.22
3.3678,10.462,35.304,52.087,96.086,126.03,150.45,284.93,313.98,389.45
