0.13876,0.11918,0.13395,0.15322,0.15174,0.23546,0.29557,0.27895,0.23385,0.30565
0.61571,0.52699,0.62539,0.63749,1.0406,0.76111,0.9543,1.5553,0.88888,0.91758
1.7561,1.4043,1.3675,1.6541,1.785,1.5469,2.2831,1.911,4.3227,2.8262
3.2541,2.7285,2.7358,2.8939,3.7654,4.1257,4.4253,3.3442,4.444,4.2753
5.6333,4.9076,5.6208,4.8854,5.566,7.3821,6.3665,7.3306,9.2429,7.5024
9.1618,7.6827,7.2895,11.764,11.077,8.9982,9.3058,9.6656,14.79,12.526
14.917,13.201,12.927,12.651,13.38,13.618,13.977,16.464,20.048,18.166
18.858,15.815,21.576,19.2,17.119,18.852,22.389,22.315,24.35,21.418
24.609,17.066,24.437,30.034,26.095,20.992,22.797,26.587,47.88,47.683
32.775,25.592,24.065,37.321,45.428,41.934,30.108,36.951,35.746,54.75
