0.027607,0.17027,0.41221,0.70857,1.957,2.0936,3.8696,5.5434,7.4895,9.8383
0.03879,0.14466,0.42333,0.70809,1.3984,3.042,3.938,5.0474,8.093,13.754
0.033277,0.15422,0.35348,0.94759,1.5731,2.4502,3.1839,6.7525,6.7809,8.656
0.041199,0.15005,0.42569,0.93965,1.6875,2.4314,3.4922,5.5514,8.4674,9.0377
0.048248,0.17111,0.46083,0.953,1.6209,2.1856,3.4061,5.7912,6.7865,11.196
0.058686,0.19957,0.47583,0.94176,1.942,3.2464,4.4022,7.1203,9.9449,10.018
0.066335,0.29144,0.64798,0.74482,1.795,3.4499,5.6007,7.1711,15.621,9.2857
0.080348,0.25185,0.66298,1.5019,2.4127,3.5154,4.6098,8.1136,10.41,12.763
0.11447,0.25402,0.72657,1.7882,2.9298,4.1491,5.2484,6.5394,11.485,10.834
0.084675,0.3726,0.85566,1.6652,2.2879,4.9808,9.2175,7.7113,8.8044,15.717
