0.029008,0.032648,0.033987,0.031817,0.054952,0.048342,0.056881,0.076617,0.076553,0.078717
0.17521,0.14648,0.17979,0.20035,0.20451,0.27709,0.30735,0.26698,0.33872,0.48664
0.3905,0.47543,0.29126,0.49025,0.56753,0.61498,0.54724,0.89879,0.69175,0.7259
0.87167,0.65846,0.70032,0.90529,1.0844,1.0411,1.1175,1.4814,1.5608,1.4194
1.4002,1.3651,1.501,1.4643,1.574,1.5912,1.72,2.1563,2.394,2.5631
2.8655,2.107,2.3367,2.1668,2.7694,3.0068,2.8048,3.8258,4.4279,3.5289
4.7247,3.9027,3.7792,2.3735,4.0399,4.8242,5.7035,5.5566,8.8731,4.6782
6.7821,4.2962,5.1213,5.9932,6.2787,6.4626,6.1409,7.8867,8.2522,8.6114
12.499,5.9331,7.0313,10.268,10.401,9.4183,8.3281,8.244,10.933,9.8468
10.348,10.401,10.597,9.9497,8.7266,15.44,19.077,12.44,10.29,14.495
