0.28132,1.7457,4.7927,9.9428,14.626,25.885,30.456,42.791,45.095,52.152
0.32866,1.6096,4.4166,9.7621,17.663,22.289,28.144,43.402,47.619,53.509
0.43457,2.1212,4.8627,9.0908,16.074,21.058,27.42,34.449,38.445,50.703
0.54683,2.146,4.3415,10.103,13.546,20.245,25.315,39.975,48.24,43.6
0.56086,2.43,5.1863,9.401,13.693,19.567,26.332,33.113,41.442,53.958
0.51435,2.1251,5.2833,7.8975,12.078,21.381,28.388,36.988,38.665,52.342
0.48714,2.0879,5.0778,8.4699,14.034,17.822,25.432,31.841,38.76,44.893
0.46593,2.1268,5.1451,9.6128,14.947,20.619,23.042,28.789,39.413,49.23
0.47039,2.3155,4.6343,8.4074,12.209,18.027,23.237,30.486,37.284,50.297
0.55204,2.6052,4.8923,9.1203,13.618,19.157,20.387,30.915,34.874,45.01
